ID,NationalDex,Name,HP,Atk,Def,SpA,SpD,Spe,Total,Type1,Type2,Tier,Ability1,Ability2,HiddenAbility,Mass,LK/GK,EVYield,EXPV,Color,Hatch,Gender,EggGroup1,EggGroup2,Catch,EXP,Evolve,EvolveNum,HasForms,IsForm,IsDefaultForm,IsAlolanForm,IsGalarianForm,IsGalarianEvolution,EvolvesFromRegionalForm,JohtoDex,HoennDex,SinnohDex,UnovaDex,KalosDex,AlolaDex,GalarDex,IsleOfArmorDex,CrownTundraDex,PrevEvolution,NextEvolution,IsGalar
939,774,Minior (Orange),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
940,774,Minior (Yellow),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
941,774,Minior (Green),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
942,774,Minior (Blue),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
943,774,Minior (Indigo),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
944,774,Minior (Violet),60,100,60,100,60,120,500,Rock,Flying,,Shields Down,None,,0.3 kG,20,1 Atk/1 SpA,175,Brown,6400,None,Mineral,,30,1059860,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,213,-1,-1,-1,,,False
945,775,Komala,65,115,65,75,95,65,480,Normal,,,Comatose,None,,19.9 kG,40,2 Atk,168,Blue,5120,Neutral,Field,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,222,-1,-1,-1,,,False
946,776,Turtonator,60,78,135,91,85,36,485,Fire,Dragon,,Shell Armor,None,,212 kG,120,2 Def,170,Red,5120,Neutral,Monster,Dragon,70,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,224,347,-1,-1,,,False
947,777,Togedemaru,65,98,63,40,73,96,435,Electric,Steel,,Iron Barbs,Lightning Rod,Sturdy,3.3 kG,20,2 Atk,152,Gray,2560,Neutral,Field,Fairy,180,1000000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,225,348,-1,-1,,,False
948,778,Mimikyu,55,90,80,50,105,96,476,Ghost,Fairy,,Disguise,None,,0.7 kG,20,2 SpD,167,Yellow,5120,Neutral,Amorphous,,45,1000000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,242,301,-1,46,,,False
949,778,Mimikyu (Busted),55,90,80,50,105,96,476,Ghost,Fairy,,Disguise,None,,0.7 kG,20,2 SpD,167,Yellow,5120,Neutral,Amorphous,,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,242,301,-1,46,,,False
950,779,Bruxish,68,105,70,70,70,92,475,Water,Psychic,,Dazzling,Strong Jaw,Wonder Skin,19 kG,40,2 Atk,166,Pink,3840,Neutral,Water2,,80,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,243,-1,-1,-1,,,False
951,780,Drampa,78,60,85,135,91,36,485,Normal,Dragon,,Berserk,Sap Sipper,Cloud Nine,185 kG,100,2 SpA,170,White,5120,Neutral,Monster,Dragon,70,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,244,346,-1,-1,,,False
952,781,Dhelmise,70,131,100,86,90,40,517,Ghost,Grass,,Steelworker,None,,210 kG,120,2 Atk,181,Green,6400,None,Mineral,,25,1000000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,263,360,-1,162,,,False
953,782,Jangmo-o,45,55,65,45,45,45,300,Dragon,,,Bulletproof,Soundproof,Overcoat,29.7 kG,60,1 Def,60,Gray,10240,Neutral,Dragon,,45,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,271,392,165,-1,,Hakamo-o,False
954,783,Hakamo-o,55,75,90,65,70,65,420,Dragon,Fighting,,Bulletproof,Soundproof,Overcoat,47 kG,60,2 Def,147,Gray,10240,Neutral,Dragon,,45,1250000,Lv. 35,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,272,393,166,-1,Jangmo-o,Kommo-o,False
955,784,Kommo-o,75,110,125,100,105,85,600,Dragon,Fighting,,Bulletproof,Soundproof,Overcoat,78.2 kG,80,3 Def,300,Gray,10240,Neutral,Dragon,,45,1250000,Lv. 45,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,273,394,167,-1,Hakamo-o,,False
956,785,Tapu-Koko,70,115,85,95,75,130,570,Electric,Fairy,,Electric Surge,None,Telepathy,20.5 kG,40,3 Spe,285,Yellow,3840,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,285,-1,-1,-1,,,False
957,786,Tapu-Lele,70,85,75,130,115,95,570,Psychic,Fairy,,Psychic Surge,None,Telepathy,18.6 kG,40,3 SpA,285,Pink,3840,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,286,-1,-1,-1,,,False
958,787,Tapu-Bulu,70,130,115,85,95,75,570,Grass,Fairy,,Grassy Surge,None,Telepathy,45.5 kG,60,3 Atk,285,Red,3840,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,287,-1,-1,-1,,,False
959,788,Tapu-Fini,70,75,115,95,130,85,570,Water,Fairy,,Misty Surge,None,Telepathy,21.2 kG,40,3 SpD,285,Purple,3840,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,288,-1,-1,-1,,,False
960,789,Cosmog,43,29,31,29,31,37,200,Psychic,,,Unaware,None,,0.1 kG,20,1 HP,40,Blue,30720,None,Unknown,,45,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,289,-1,-1,-1,,Cosmoem,False
961,790,Cosmoem,43,29,131,29,131,37,400,Psychic,,,Sturdy,None,,999.9 kG,120,1 Def/1 SpD,140,Blue,30720,None,Unknown,,45,1250000,Lv. 43,2,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,290,-1,-1,-1,Cosmog,"Solgaleo,Lunala",False
962,791,Solgaleo,137,137,107,113,89,97,680,Psychic,Steel,,Full Metal Body,None,,230 kG,120,3 Atk,340,White,30720,None,Unknown,,45,1250000,Lv. 53,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,291,-1,-1,-1,Cosmoem,,False
963,792,Lunala,137,113,89,137,107,97,680,Psychic,Ghost,,Shadow Shield,None,,120 kG,100,3 SpA,340,Purple,30720,None,Unknown,,45,1250000,Lv. 53,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,292,-1,-1,-1,Cosmoem,,False
964,793,Nihilego,109,53,47,127,131,103,570,Rock,Poison,,Beast Boost,None,,55.5 kG,80,3 SpD,285,White,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,293,-1,-1,-1,,,False
965,794,Buzzwole,107,139,139,53,53,79,570,Bug,Fighting,,Beast Boost,None,,333.6 kG,120,1 Atk/2 Def,285,Red,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,294,-1,-1,-1,,,False
966,795,Pheromosa,71,137,37,137,37,151,570,Bug,Fighting,,Beast Boost,None,,25 kG,40,3 Spe,285,White,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,295,-1,-1,-1,,,False
967,796,Xurkitree,83,89,71,173,71,83,570,Electric,,,Beast Boost,None,,100 kG,80,3 SpA,285,Black,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,296,-1,-1,-1,,,False
968,797,Celesteela,97,101,103,107,101,61,570,Steel,Flying,,Beast Boost,None,,999.9 kG,120,1 Atk/1 Def/1 SpA,285,Green,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,297,-1,-1,-1,,,False
969,798,Kartana,59,181,131,59,31,109,570,Grass,Steel,,Beast Boost,None,,0.1 kG,20,3 Atk,285,White,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,298,-1,-1,-1,,,False
970,799,Guzzlord,223,101,53,97,53,43,570,Dark,Dragon,,Beast Boost,None,,888 kG,120,3 HP,285,Black,30720,None,Unknown,,45,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,299,-1,-1,-1,,,False
971,800,Necrozma,97,107,101,127,89,79,600,Psychic,,,Prism Armor,None,,230 kG,120,1 Atk/2 SpA,300,Black,30720,None,Unknown,,255,1250000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,300,-1,-1,-1,,,False
972,800,Necrozma (Dusk),97,157,127,113,109,77,680,Psychic,Steel,,Prism Armor,None,,460 kG,120,3 Atk,340,Black,30720,None,Unknown,,255,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,300,-1,-1,-1,,,False
973,800,Necrozma (Dawn),97,113,109,157,127,77,680,Psychic,Ghost,,Prism Armor,None,,350 kG,120,3 SpA,340,Black,30720,None,Unknown,,255,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,300,-1,-1,-1,,,False
974,800,Necrozma (Ultra),97,167,97,167,97,129,754,Psychic,Dragon,,Neuroforce,None,,230 kG,120,1 Atk/1 SpA/1 Spe,339,Black,30720,None,Unknown,,255,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,300,-1,-1,-1,,,False
975,801,Magearna,80,95,115,130,115,65,600,Steel,Fairy,,Soul Heart,None,,80.5 kG,80,3 SpA,300,Gray,30720,None,Unknown,,3,1250000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,301,-1,-1,-1,,,False
976,801,magearna,80,95,115,130,115,65,600,Steel,Fairy,,Soul Heart,None,,80.5 kG,80,3 SpA,300,Gray,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,301,-1,-1,-1,,,False
977,802,Marshadow,90,125,80,90,90,125,600,Fighting,Ghost,,Technician,None,,22.2 kG,40,2 Atk/1 Spe,300,Gray,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,302,-1,-1,-1,,,False
978,803,Poipole,67,73,67,73,67,73,420,Poison,,,Beast Boost,None,,1.8 kG,20,1 Spe,210,Purple,30720,None,Unknown,,45,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,Naganadel,False
979,804,Naganadel,73,73,73,127,73,121,540,Poison,Dragon,,Beast Boost,None,,150 kG,100,3 SpA,270,Purple,30720,None,Unknown,,45,1250000,Level w/ Dragon Pulse,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,Poipole,,False
980,805,Stakataka,61,131,211,53,101,13,570,Rock,Steel,,Beast Boost,None,,820 kG,120,3 Def,285,Gray,30720,None,Unknown,,30,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
981,806,Blacephalon,53,127,53,151,79,107,570,Fire,Ghost,,Beast Boost,None,,13 kG,40,3 SpA,285,White,30720,None,Unknown,,30,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
982,807,Zeraora,88,112,75,102,80,143,600,Electric,,,Volt Absorb,None,,44.5 kG,60,3 Spe,300,Yellow,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
983,808,Meltan,46,65,65,55,35,34,300,Steel,,,Magnet Pull,None,,8 kG,20,1 Atk,150,Gray,30720,None,Unknown,,3,1250000,,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
984,809,Melmetal,135,143,143,80,65,34,600,Steel,,,Iron Fist,None,,800 kG,120,3 Atk,300,Gray,30720,None,Unknown,,3,1250000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
985,809,Melmetal (Gmax),135,143,143,80,65,34,600,Steel,,,Iron Fist,None,,1000 kG,120,3 Atk,270,Gray,30720,None,Unknown,,3,1250000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,False
986,810,Grookey,50,65,50,40,40,65,310,Grass,,,Overgrow,None,Grassy Surge,5 kG,20,1 Atk,62,Green,5120,M (87.5%),Field,Grass,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,1,-1,-1,,Thwackey,False
987,811,Thwackey,70,85,70,55,60,80,420,Grass,,,Overgrow,None,Grassy Surge,14 kG,40,2 Atk,147,Green,5120,M (87.5%),Field,Grass,45,1059860,Lv. 16,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,2,-1,-1,Grookey,"Rillaboom,Rillaboom (Gmax)",False
988,812,Rillaboom,100,125,90,60,70,85,530,Grass,,,Overgrow,None,Grassy Surge,90 kG,80,3 Atk,265,Green,5120,M (87.5%),Field,Grass,45,1059860,Lv. 35,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,3,-1,-1,Thwackey,,False
989,812,Rillaboom (Gmax),100,125,90,60,70,85,530,Grass,,,Overgrow,None,Grassy Surge,1000 kG,120,3 Atk,265,Green,5120,M (87.5%),Field,Grass,45,1059860,Lv. 35,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,3,-1,-1,Thwackey,,False
990,813,Scorbunny,50,71,40,40,40,69,310,Fire,,,Blaze,None,Libero,4.5 kG,20,1 Spe,62,White,5120,M (87.5%),Field,Human-like,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,4,-1,-1,,Raboot,False
991,814,Raboot,65,86,60,55,60,94,420,Fire,,,Blaze,None,Libero,9 kG,20,2 Spe,147,Gray,5120,M (87.5%),Field,Human-like,45,1059860,Lv. 16,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,5,-1,-1,Scorbunny,"Cinderace,Cinderace (Gmax)",False
992,815,Cinderace,80,116,75,65,75,119,530,Fire,,,Blaze,None,Libero,33 kG,60,3 Spe,265,White,5120,M (87.5%),Field,Human-like,45,1059860,Lv. 35,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,6,-1,-1,Raboot,,False
993,815,Cinderace (Gmax),80,116,75,65,75,119,530,Fire,,,Blaze,None,Libero,1000 kG,120,3 Spe,265,White,5120,M (87.5%),Field,Human-like,45,1059860,Lv. 35,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,6,-1,-1,Raboot,,False
994,816,Sobble,50,40,40,70,40,70,310,Water,,,Torrent,None,Sniper,4 kG,20,1 SpD/1 Spe,62,Blue,5120,M (87.5%),Water1,Field,45,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,7,-1,-1,,Drizzile,False
995,817,Drizzile,65,60,55,95,55,90,420,Water,,,Torrent,None,Sniper,11.5 kG,40,2 SpA,147,Blue,5120,M (87.5%),Water1,Field,45,1059860,Lv. 16,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,8,-1,-1,Sobble,"Inteleon,Inteleon (Gmax)",False
996,818,Inteleon,70,85,65,125,65,120,530,Water,,,Torrent,None,Sniper,45.2 kG,60,3 Spe,265,Blue,5120,M (87.5%),Water1,Field,45,1059860,Lv. 35,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,9,-1,-1,Drizzile,,False
997,818,Inteleon (Gmax),70,85,65,125,65,120,530,Water,,,Torrent,None,Sniper,1000 kG,120,3 Spe,265,Blue,5120,M (87.5%),Water1,Field,45,1059860,Lv. 35,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,9,-1,-1,Drizzile,,False
998,819,Skwovet,70,55,55,35,35,25,275,Normal,,,Cheek Pouch,None,Gluttony,2.5 kG,20,1 HP,55,Brown,5120,Neutral,Field,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,24,9,5,,Greedent,False
999,820,Greedent,120,95,95,55,75,20,460,Normal,,,Cheek Pouch,None,Gluttony,6 kG,20,2 HP,161,Brown,5120,Neutral,Field,,90,1000000,Lv. 24,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,25,10,6,Skwovet,,False
1000,821,Rookidee,38,47,35,33,35,57,245,Flying,,,Keen Eye,Unnerve,Big Pecks,1.8 kG,20,1 Spe,49,Blue,3840,Neutral,Flying,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,21,-1,163,,Corvisquire,False
1001,822,Corvisquire,68,67,55,43,55,77,365,Flying,,,Keen Eye,Unnerve,Big Pecks,16 kG,40,2 Spe,128,Blue,3840,Neutral,Flying,,120,1059860,Lv. 18,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,22,-1,164,Rookidee,"Corviknight,Corviknight (Gmax)",False
1002,823,Corviknight,98,87,105,53,85,67,495,Flying,Steel,,Pressure,Unnerve,Mirror Armor,75 kG,80,3 Def,248,Purple,3840,Neutral,Flying,,45,1059860,Lv. 38,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,23,-1,165,Corvisquire,,False
1003,823,Corviknight (Gmax),98,87,105,53,85,67,495,Flying,Steel,,Pressure,Unnerve,Mirror Armor,1000 kG,120,3 Def,248,Purple,3840,Neutral,Flying,,45,1059860,Lv. 38,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,23,-1,165,Corvisquire,,False
1004,824,Blipbug,25,20,20,25,45,45,180,Bug,,,Swarm,Compound Eyes,Telepathy,8 kG,20,1 SpD,36,Blue,3840,Neutral,Bug,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,10,14,-1,,Dottler,False
1005,825,Dottler,50,35,80,50,90,30,335,Bug,Psychic,,Swarm,Compound Eyes,Telepathy,19.5 kG,40,2 SpD,117,Yellow,3840,Neutral,Bug,,120,1000000,Lv. 10,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,11,15,-1,Blipbug,"Orbeetle,Orbeetle (Gmax)",False
1006,826,Orbeetle,60,45,110,80,120,90,505,Bug,Psychic,,Swarm,Frisk,Telepathy,40.8 kG,60,3 SpD,253,Red,3840,Neutral,Bug,,45,1000000,Lv. 30,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,12,16,-1,Dottler,,False
1007,826,Orbeetle (Gmax),60,45,110,80,120,90,505,Bug,Psychic,,Swarm,Frisk,Telepathy,1000 kG,120,3 SpD,253,Red,3840,Neutral,Bug,,45,1000000,Lv. 30,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,12,16,-1,Dottler,,False
1008,827,Nickit,40,28,28,47,52,50,245,Dark,,,Run Away,Unburden,Stakeout,8.9 kG,20,1 SpD,49,Brown,3840,Neutral,Field,,255,800000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,29,-1,-1,,Thievul,False
1009,828,Thievul,70,58,58,87,92,90,455,Dark,,,Run Away,Unburden,Stakeout,19.9 kG,40,2 SpD,159,Brown,3840,Neutral,Field,,127,800000,Lv. 18,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,30,-1,-1,Nickit,,False
1010,829,Gossifleur,40,40,60,40,60,10,250,Grass,,,Cotton Down,Regenerator,Effect Spore,2.2 kG,20,1 SpD,50,Green,5120,Neutral,Grass,,190,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,126,-1,166,,Eldegoss,False
1011,830,Eldegoss,60,50,90,80,120,60,460,Grass,,,Cotton Down,Regenerator,Effect Spore,2.5 kG,20,2 SpD,161,Green,5120,Neutral,Grass,,75,1000000,Lv. 20,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,127,-1,167,Gossifleur,,False
1012,831,Wooloo,42,40,55,40,45,48,270,Normal,,,Fluffy,Run Away,Bulletproof,6 kG,20,1 Def,122,White,3840,Neutral,Field,,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,34,-1,3,,Dubwool,False
1013,832,Dubwool,72,80,100,60,90,88,490,Normal,,,Fluffy,Steadfast,Bulletproof,43 kG,60,2 Def,172,White,3840,Neutral,Field,,127,1000000,Lv. 24,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,35,-1,4,Wooloo,,False
1014,833,Chewtle,50,64,50,38,38,44,284,Water,,,Strong Jaw,Shell Armor,Swift Swim,8.5 kG,20,1 Atk,57,Green,5120,Neutral,Monster,Water1,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,42,56,-1,,"Drednaw,Drednaw (Gmax)",False
1015,834,Drednaw,90,115,90,48,68,74,485,Water,Rock,,Strong Jaw,Shell Armor,Swift Swim,115.5 kG,100,2 Atk,170,Green,5120,Neutral,Monster,Water1,75,1000000,Lv. 22,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,43,57,-1,Chewtle,,False
1016,834,Drednaw (Gmax),90,115,90,48,68,74,485,Water,Rock,,Strong Jaw,Shell Armor,Swift Swim,1000 kG,120,2 Atk,170,Green,5120,Neutral,Monster,Water1,75,1000000,Lv. 22,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,43,57,-1,Chewtle,,False
1017,835,Yamper,59,45,50,40,50,26,270,Electric,,,Ball Fetch,None,Rattled,13.5 kG,40,1 HP,54,Yellow,5120,Neutral,Field,,255,800000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,46,-1,155,,Boltund,False
1018,836,Boltund,69,90,60,90,60,121,490,Electric,,,Strong Jaw,None,Competitive,34 kG,60,2 Spe,172,Yellow,5120,Neutral,Field,,45,800000,Lv. 25,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,47,-1,156,Yamper,,False
1019,837,Rolycoly,30,40,50,40,50,30,240,Rock,,,Steam Engine,Heatproof,Flash Fire,12 kG,40,1 Def,48,Black,3840,Neutral,Mineral,,255,1059860,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,161,-1,176,,Carkol,False
1020,838,Carkol,80,60,90,60,70,50,410,Rock,Fire,,Steam Engine,Flame Body,Flash Fire,78 kG,80,2 Def,144,Black,3840,Neutral,Mineral,,120,1059860,Lv. 18,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,162,-1,177,Rolycoly,"Coalossal,Coalossal (Gmax)",False
1021,839,Coalossal,110,80,120,80,90,30,510,Rock,Fire,,Steam Engine,Flame Body,Flash Fire,310.5 kG,120,3 Def,255,Black,3840,Neutral,Mineral,,45,1059860,Lv. 34,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,163,-1,178,Carkol,,False
1022,839,Coalossal (Gmax),110,80,120,80,90,30,510,Rock,Fire,,Steam Engine,Flame Body,Flash Fire,1000 kG,120,3 Def,255,Black,3840,Neutral,Mineral,,45,1059860,Lv. 34,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,163,-1,178,Carkol,,False
1023,840,Applin,40,40,80,40,40,20,260,Grass,Dragon,,Ripen,Gluttony,Bulletproof,0.5 kG,20,1 Def,52,Green,5120,Neutral,Grass,Dragon,255,600000,,2,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,205,19,-1,,"Flapple,Flapple (Gmax),Appletun,Appletun (Gmax)",False
1024,841,Flapple,70,110,80,95,60,70,485,Grass,Dragon,,Ripen,Gluttony,Hustle,1 kG,20,2 Atk,170,Green,5120,Neutral,Grass,Dragon,45,600000,Tart Apple,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,206,20,-1,Applin,,False
1025,841,Flapple (Gmax),70,110,80,95,60,70,485,Grass,Dragon,,Ripen,Gluttony,Hustle,1000 kG,120,2 Atk,170,Green,5120,Neutral,Grass,Dragon,45,600000,Tart Apple,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,206,20,-1,Applin,,False
1026,842,Appletun,110,85,80,100,80,30,485,Grass,Dragon,,Ripen,Gluttony,Thick Fat,13 kG,40,2 HP,170,Green,5120,Neutral,Grass,Dragon,45,600000,Sweet Apple,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,207,21,-1,Applin,,False
1027,842,Appletun (Gmax),110,85,80,100,80,30,485,Grass,Dragon,,Ripen,Gluttony,Thick Fat,1000 kG,120,2 HP,170,Green,5120,Neutral,Grass,Dragon,45,600000,Sweet Apple,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,207,21,-1,Applin,,False
1028,843,Silicobra,52,57,75,35,50,46,315,Ground,,,Sand Spit,Shed Skin,Sand Veil,7.6 kG,20,1 Def,63,Green,5120,Neutral,Field,Dragon,255,1000000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,312,174,-1,,"Sandaconda,Sandaconda (Gmax)",False
1029,844,Sandaconda,72,107,125,65,70,71,510,Ground,,,Sand Spit,Shed Skin,Sand Veil,65.5 kG,80,2 Def,179,Green,5120,Neutral,Field,Dragon,120,1000000,Lv. 36,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,313,175,-1,Silicobra,,False
1030,844,Sandaconda (Gmax),72,107,125,65,70,71,510,Ground,,,Sand Spit,Shed Skin,Sand Veil,1000 kG,120,2 Def,179,Green,5120,Neutral,Field,Dragon,120,1000000,Lv. 36,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,313,175,-1,Silicobra,,False
1031,845,Cramorant,70,85,55,85,95,85,475,Flying,Water,,Gulp Missile,None,,18 kG,40,2 SpD,166,Blue,5120,Neutral,Water1,Flying,45,1000000,,,True,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,309,93,-1,,,False
1032,845,Cramorant (Gulping),70,85,55,85,95,85,475,Flying,Water,,Gulp Missile,None,,18 kG,40,2 SpD,166,Blue,5120,Neutral,Water1,Flying,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,309,93,-1,,,False
1033,845,Cramorant (Gorging),70,85,55,85,95,85,475,Flying,Water,,Gulp Missile,None,,18 kG,40,2 SpD,166,Blue,5120,Neutral,Water1,Flying,45,1000000,,,True,True,False,False,False,False,False,-1,-1,-1,-1,-1,-1,309,93,-1,,,False
1034,846,Arrokuda,41,63,40,40,30,66,280,Water,,,Swift Swim,None,Propeller Tail,1 kG,20,1 Spe,56,Brown,5120,Neutral,Water2,,255,1250000,,1,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,180,96,-1,,Barraskewda,False
1035,847,Barraskewda,61,123,60,60,50,136,490,Water,,,Swift Swim,None,Propeller Tail,30 kG,60,2 Spe,172,Brown,5120,Neutral,Water2,,60,1250000,Lv. 26,,False,False,True,False,False,False,False,-1,-1,-1,-1,-1,-1,181,97,-1,Arrokuda,,False
